checkm_completeness,checkm_contamination,contigs,date_modified,genome_id,genome_length,genome_name,genome_status,taxon_id,assembly_accession,genome_quality_flags,quality_pass,quality_reasons,tested_drug_count,stable_rank
100.0,0.0,87,2024-03-03T20:57:30.319Z,573.66588,5392932,Klebsiella pneumoniae KP_NORM_BLD_111583,WGS,573,,,True,,4,4997acc9ee2964b9cb492823f88c845b215096c3586508952e80adeafd93001c
100.0,0.0,81,2017-08-09T04:02:55.537Z,573.14075,5459798,Klebsiella pneumoniae KPN347ec,WGS,573,,,True,,4,49b50101c1aa5813c92531f8c5511d1601ceff1267f4924de81cb2119579e174
100.0,0.3,208,2017-08-08T21:41:56.199Z,573.13399,5644656,Klebsiella pneumoniae KPN145ec,WGS,573,,,True,,4,49c76a5e68e2a0a9a0f89dfbb90985e16225c8c5184378834c9a605c8e2f7eda
100.0,0.0,126,2017-08-08T21:24:58.234Z,573.13370,5410653,Klebsiella pneumoniae KPN1429ec,WGS,573,,,True,,4,49e44fea9013bef7e6d86a2603f871677de152934a2c1406ba56cdd87f6a4e93
99.78,0.55,104,2019-03-24T03:05:47.341Z,573.24244,5360600,Klebsiella pneumoniae strain 101,WGS,573,,,True,,4,49fadc13cd6758ccdd82f6906b4223b077c31d243ee542c4254b3f25ae9a2764
99.78,0.11,128,2022-03-25T08:19:53.533Z,573.46091,5518847,Klebsiella pneumoniae KSB1_4B,WGS,573,,,True,,4,4a00dcfe731910149b1121cf5dbe7538b5f2ce0146725cb20c6d60723e8e68ac
100.0,0.0,90,2024-03-03T21:39:20.463Z,573.67171,5434412,Klebsiella pneumoniae KP_NORM_URN_2015_109238,WGS,573,,,True,,4,4a2b1d3dfa6079661626556ca27da78e448fbf7d409270a3924968b44499cbc4
100.0,0.0,109,2017-08-08T21:08:39.042Z,573.13340,5409589,Klebsiella pneumoniae KPN1390ec,WGS,573,,,True,,4,4a3556ed00cdf89474189ab4b4a65570b4fdf8f5eb24f23788af8fa4e787eea7
100.0,0.2,137,2017-08-08T18:08:32.634Z,573.13278,5460802,Klebsiella pneumoniae KPN1315ec,WGS,573,,,True,,4,4a710867bb45ead71ac528732ddd0958a1f0ddc18286effbc2d57cd49bd04144
100.0,0.0,90,2017-08-08T18:22:57.605Z,573.13305,5358191,Klebsiella pneumoniae KPN1345ec,WGS,573,,,True,,4,4a7b24ac315d8b7a8e8f9a643d708063c6e40d8b082d29917c8deb0449907ad9
99.78,0.0,91,2022-04-12T01:33:42.265Z,573.46871,5813810,Klebsiella pneumoniae KP-83LU,WGS,573,,,True,,4,4a7dc2148880554057e6d75a5400fb89058c8cd3712214af63c82cf7589db49b
98.66,0.99,382,2020-03-31T20:23:48.797Z,573.31064,5400677,Klebsiella pneumoniae strain PH25,WGS,573,,,True,,4,4ab73f15a70b6a729e62969a247d28e8daa48664aee246998047b0483c1c23ae
100.0,0.0,101,2017-08-09T03:31:35.825Z,573.14018,5423665,Klebsiella pneumoniae KPN280ec,WGS,573,,,True,,4,4b06c200a526bf54838da15a5cbee0f27e2ce982c1b2fc5468bc893658a280a3
100.0,0.7,122,2017-08-08T16:26:18.001Z,573.13084,5665708,Klebsiella pneumoniae KPN1070ec,WGS,573,,,True,,4,4b10a66f95fc5cb1da03712877771bd365f287063ede9d7f2f6937b4d568c1b2
99.78,0.0,105,2019-03-24T04:14:37.621Z,573.24392,5734856,Klebsiella pneumoniae strain MUGSI_308,WGS,573,,,True,,4,4b1f7ee05c3bdf78fddbde27faed74df0e4ab8f2f008514b3b4e06ccfcbf6d1a
99.78,0.0,37,2019-07-15T15:57:12.478Z,573.26168,5511822,Klebsiella pneumoniae strain 5012STDY7312604,WGS,573,GCA_900775035.1,,True,,4,4b51ed19e8e209768ea2ff4dffeb55d2314ee2211335bd68c041a1b0d57ba932
100.0,0.0,132,2017-08-08T22:24:43.966Z,573.13478,5528768,Klebsiella pneumoniae KPN1549ec,WGS,573,,,True,,4,4b73a13af4fc78465876a05dce0cb03456b45ffd3af1d1c2e12c9b877f1316c3
100.0,1.2,221,2017-08-08T17:35:21.646Z,573.13215,5540033,Klebsiella pneumoniae KPN1230ec,WGS,573,,,True,,4,4b77f1f7387ab331135c3dda558cbd162d0f11a84da3c9e701a5b9892dc88fbb
100.0,0.0,107,2017-08-09T04:09:10.930Z,573.14088,5538489,Klebsiella pneumoniae KPN364ec,WGS,573,,,True,,4,4b7c1f5de06178384006509ed2a32adffad75f6d4b0dd1e693be013d3eec3376
99.78,0.0,120,2022-03-25T08:29:30.314Z,573.46115,5584366,Klebsiella pneumoniae INF332,WGS,573,,,True,,4,4b8c81f298e736cde0f09c6aef5ff0d71125f4140635a28359a38b954650cbd1
100.0,0.0,134,2017-08-09T06:45:11.715Z,573.14364,5570219,Klebsiella pneumoniae KPN742ec,WGS,573,,,True,,4,4b959bb2c47386711cc8cf4318947ac113a6963096da65b51351c34ffe6c7482
99.78,0.0,111,2019-07-15T15:36:26.718Z,573.26133,5347586,Klebsiella pneumoniae strain 5012STDY7312750,WGS,573,GCA_900774685.1,,True,,4,4b9abc521c21fd14cbe73f6ecc143188afd2236246fb7df06b528048167bc52b
100.0,0.0,4,2018-05-30T17:55:03.288Z,573.18093,5799475,Klebsiella pneumoniae strain AR_0153,Complete,573,GCA_003069525.1,,True,,4,4b9cec5c8ca764b2d17745bd4ba4ca8db69a94021a06b23b992c7e6a2dd35703
99.3,0.0,129,2017-08-08T16:17:39.058Z,573.13069,5691146,Klebsiella pneumoniae KPN1047ec,WGS,573,,,True,,4,4bc7644dabbaa7ae8f2f5220b0fa7425e89e7636ffd9ca70cc013a9d57ffbd61
100.0,0.0,84,2017-08-08T23:32:07.803Z,573.13606,5483063,Klebsiella pneumoniae KPN1703ec,WGS,573,,,True,,4,4bf45be2dffc3cb3475ceca949c857b9fc13d2ade34dece1c2213b82350e7585
99.9,0.0,64,2024-03-03T20:56:23.956Z,573.66587,5380672,Klebsiella pneumoniae KP_NORM_BLD_111588,WGS,573,,,True,,4,4c042022f5f0705602490a7465acf7ff73f3079530280c45eb659085f81d3cd7
100.0,0.7,123,2017-08-08T21:25:43.361Z,573.13375,5470264,Klebsiella pneumoniae KPN1433ec,WGS,573,,,True,,4,4c089080e358cd4349605ffd228e584c15b79947f6d67e9bd00bd5918a70ac98
99.78,0.0,107,2019-03-24T04:25:25.608Z,573.24424,5550292,Klebsiella pneumoniae strain MUGSI_61,WGS,573,,,True,,4,4c367929562e2e2a9fad1909fb29a7efb61b642e7dd05a84153e0d6cb0195142
100.0,0.0,79,2017-08-09T00:28:42.847Z,573.13710,5361898,Klebsiella pneumoniae KPN1848ec,WGS,573,,,True,,4,4c412b9c55514fee4ae6e7d7497cda26c0d5621e9e3ff091299f9b61a5b6a53d
100.0,0.1,151,2024-03-03T21:03:19.253Z,573.66691,5569099,Klebsiella pneumoniae KP_NORM_BLD_115987,WGS,573,,,True,,4,4c5f0305ed83e07e60bd5502673fbb8f0ffd3dfbcaf80b1944034989afae5c19
100.0,0.0,77,2024-03-03T21:06:09.790Z,573.66731,5172154,Klebsiella pneumoniae KP_NORM_BLD_116589,WGS,573,,,True,,4,4c67059e685e6f2b8274e5bd2e8a7b61a2abfd8abf3f696097c0641fee91e9f3
99.78,0.0,47,2019-07-15T16:08:13.159Z,573.26191,5551017,Klebsiella pneumoniae strain 5012STDY7312626,WGS,573,GCA_900775255.1,,True,,4,4c6ecdcf110641e5a13c4095f08a388f47a1edf819231dd2721d98ebd2c43a3c
100.0,0.0,328,2017-08-08T14:22:57.435Z,573.12905,5616421,Klebsiella pneumoniae 3263,WGS,573,,,True,,4,4c805646747cf65f80c47bf4f464f23e11829a5162c9f966be45b3acff677a53
100.0,0.0,43,2016-09-12T12:38:43.790Z,573.5826,5494020,Klebsiella pneumoniae strain W2-13-ERG8,WGS,573,GCF_900093425.1,,True,,4,4c805b1ee2ff1f20cefdd28f73a01742167956abf7286f5caa75113ede4a65d4
99.78,0.0,92,2022-04-12T01:32:45.670Z,573.46849,5837392,Klebsiella pneumoniae KP-21POB,WGS,573,,,True,,4,4c8964bcaeda0f46d79f8da86b3337cddae97f214484c01efbd7063712d788a3
100.0,0.3,145,2024-03-03T20:58:02.367Z,573.66603,5526216,Klebsiella pneumoniae KP_NORM_BLD_112904,WGS,573,,,True,,4,4c8bc02d0218a00f00021ff7b056213603750e829f894a7ea9bc379ea5c8bcc6
99.78,0.11,168,2019-03-24T04:13:48.621Z,573.24385,5760187,Klebsiella pneumoniae strain MUGSI_27,WGS,573,,,True,,4,4c92f5f45a03770b099832f2012af64c86b843ccaa6ad99a07d01d909ad94e0a
100.0,0.0,89,2017-08-09T06:12:14.459Z,573.14323,5445524,Klebsiella pneumoniae KPN694ec,WGS,573,,,True,,4,4ca48dd261780759473bc5838304286b5ec4a90c23959ff9b3c20a322ae85db4
100.0,0.3,238,2017-08-08T17:48:12.788Z,573.13240,5545887,Klebsiella pneumoniae KPN1261ec,WGS,573,,,True,,4,4cfa822f87d13c5d82ca03fb8479ada4f4c75113c909bc5024fd56472768759e
99.78,0.11,113,2022-03-25T08:13:16.207Z,573.46064,5593028,Klebsiella pneumoniae INF282,WGS,573,,,True,,4,4d54f1a49d7e409aa885f5f5422bb835322f8b072200f97733cc8c1dc071158d
100.0,0.3,142,2017-08-09T05:43:32.604Z,573.14269,5655697,Klebsiella pneumoniae KPN598ec,WGS,573,,,True,,4,4d60fcfaf8d4276aaaf4166ea4c61e2aafb9cb5e951bd52df8ffba820c6711fb
100.0,0.3,98,2017-08-09T01:18:57.355Z,573.13802,5401378,Klebsiella pneumoniae KPN1955ec,WGS,573,,,True,,4,4d71decb3a012daa784f1592ad74d39814670492dec9d0a59a35bd921e738450
100.0,0.3,121,2017-08-09T03:24:11.452Z,573.14006,5675255,Klebsiella pneumoniae KPN268ec,WGS,573,,,True,,4,4d955502ce22a8da36b78f7008a5dd8faeb3443eaec5ffeb46990dba858e08a8
100.0,0.0,108,2017-08-09T05:00:22.963Z,573.14189,5611352,Klebsiella pneumoniae KPN482ec,WGS,573,,,True,,4,4d98d8aceda912e86c83c3a6c9592c6e820e1ebfa9f4713aa74494e8990402e3
100.0,0.3,76,2017-08-09T07:18:43.103Z,573.14404,5505267,Klebsiella pneumoniae KPN797ec,WGS,573,,,True,,4,4dbac722ead88bb81b6da3265d88dba28e08ca03a015ea98d449016e912e65c3
100.0,0.3,141,2017-08-08T23:27:25.283Z,573.13595,5636185,Klebsiella pneumoniae KPN1692ec,WGS,573,,,True,,4,4dbc71ce7c59d3494dcb6309679a81c025df2ecd4bd2ed3b313f330a8743de0b
100.0,0.0,91,2024-03-03T21:08:08.763Z,573.66750,5554586,Klebsiella pneumoniae KP_NORM_BLD_12851,WGS,573,,,True,,4,4dc50e866fa85129ccbb2523457712f5b347b334f8e86c78c99e5b25b5674f62
99.7,0.0,145,2017-08-08T23:39:00.198Z,573.13616,5547906,Klebsiella pneumoniae KPN1713ec,WGS,573,,,True,,4,4de788fb366eff90093d69aefcd368ca345a3af02f539798d3fc2256badd4a8a
99.78,0.0,136,2019-03-24T04:10:43.317Z,573.24379,5588625,Klebsiella pneumoniae strain MUGSI_22,WGS,573,,,True,,4,4dec7be7829cb1b1bcdb8b83032243831d5ed47b0e25eac21b10d38e24b4bbdc
100.0,0.0,92,2017-08-09T03:46:57.510Z,573.14045,5541974,Klebsiella pneumoniae KPN310ec,WGS,573,,,True,,4,4e1edb3f44a3d154c1d35ddde5ddb025acfc522208112f86951adc2f3efffa5e
100.0,0.0,355,2017-08-08T13:58:35.101Z,573.12876,5448241,Klebsiella pneumoniae 3296,WGS,573,,,True,,4,4e2d28df277271ac54e7471f0e112f08f77d1f9147789c6ae5f8c83a9db24a75
100.0,0.0,12,2016-11-19T13:55:05.012Z,573.7024,5894793,Klebsiella pneumoniae strain AR_0012,WGS,573,GCF_001874725.1,,True,,4,4e458b72141c0fab20663dfad1742c23f4e66631c232f1049225efc86274da34
100.0,0.0,77,2024-03-03T21:23:29.698Z,573.67009,5348022,Klebsiella pneumoniae KP_NORM_BLD_60946,WGS,573,,,True,,4,4e462743a69c215b54057440a64ae4e1402b0c92be9cbb04b9753d8d0810740c
100.0,0.0,90,2017-08-08T17:41:54.836Z,573.13227,5414914,Klebsiella pneumoniae KPN1246ec,WGS,573,,,True,,4,4e667b8e8835a430c159414be631fc807f39ba273e69ba9b1dfa4edb613cbff0
100.0,0.0,127,2017-08-08T21:42:16.595Z,573.13403,5579790,Klebsiella pneumoniae KPN1462ec,WGS,573,,,True,,4,4e772da6f3bcf21cb8f0304795be1061849e68c85852fc59ba454813090fc88a
100.0,0.0,55,2024-03-03T21:24:57.723Z,573.67028,5633499,Klebsiella pneumoniae KP_NORM_BLD_61435,WGS,573,,,True,,4,4ea5a26ea8540f2d339661ab1b93fdc0d885674f70fdbb63e97b128f07b8d95c
100.0,0.3,380,2017-08-08T15:46:17.671Z,573.13019,5442875,Klebsiella pneumoniae 3313,WGS,573,,,True,,4,4eaf70968712f6724a774d395d2d09506029c7e0841445ecba9986740b38a74e
100.0,0.0,73,2017-11-30T21:42:18.936Z,573.15562,5408151,Klebsiella pneumoniae strain KSB1_3G,WGS,573,,,True,,4,4eb2c8725a917d30c56767c0ec6ac1e145676039184284726f0b6784aa980d82
100.0,0.0,70,2017-08-08T16:48:03.200Z,573.13125,5456495,Klebsiella pneumoniae KPN1123ec,WGS,573,,,True,,4,4ebedddaeabfbdc04bb48f1104435da9ae5db8ca9c6c9f2b2985e671b3ef9ddd
99.78,0.0,86,2019-01-31T09:12:48.796Z,573.23229,5561595,Klebsiella pneumoniae strain KP_328,WGS,573,GCA_003944905.1,,True,,4,4ec09a469bf8d6d14467094d1aea77e861e4ab96018cb6b789a0c46b25e96d45
99.78,0.0,34,2022-03-25T08:26:16.497Z,573.46103,5352265,Klebsiella pneumoniae KSB1_1F,WGS,573,,,True,,4,4ede5bf49c23bd4e78b2a63c05fe17700e51269b85260cba13af353b3293497f
100.0,0.2,93,2024-03-03T21:09:03.943Z,573.66770,5407549,Klebsiella pneumoniae KP_NORM_BLD_13133,WGS,573,,,True,,4,4ee0dd02420c62aed0c736e590abf61a17d575e19bb2dc539bcd825713d31f92
99.3,0.7,5,2017-09-29T16:42:00.341Z,573.15042,5806817,Klebsiella pneumoniae strain AR_0158,Complete,573,GCA_002180255.1,,True,,4,4ee44141e0cece392f75658cfb5fedc3a0bef9f62b24e786169a77d0acfb8c4e
100.0,0.0,160,2024-03-03T21:00:23.380Z,573.66636,5548792,Klebsiella pneumoniae KP_NORM_BLD_114321,WGS,573,,,True,,4,4f0a0b0b908c0186b91644d4493664bc29eee69b49291771c73c88e336e45505
100.0,0.0,78,2017-08-09T01:22:39.213Z,573.13807,5383145,Klebsiella pneumoniae KPN1968ec,WGS,573,,,True,,4,4f32b69f25a03adbe2462c79acb54243ca921948af4a869c737301705e69e4af
100.0,0.0,93,2024-03-03T21:16:10.756Z,573.66894,5386627,Klebsiella pneumoniae KP_NORM_BLD_2011_76205,WGS,573,,,True,,4,4f5378d5c619cc70378b9073055d36e0dc843257427df8af3504dfe32b07efce
100.0,0.0,144,2017-08-08T21:49:50.569Z,573.13415,5317209,Klebsiella pneumoniae KPN1478ec,WGS,573,,,True,,4,4f585fe1f12768df43902f10d0fb1caa14275c604aa8d511608ee81e9d2bb1e5
100.0,0.0,64,2024-03-03T21:32:31.588Z,573.67062,5532862,Klebsiella pneumoniae KP_NORM_BLD_622,WGS,573,,,True,,4,4f77991b563249dccc15d43a1bd122b19a7b34bc9c3fd4604c6d1baf302af641
99.3,0.7,146,2017-12-01T17:02:04.414Z,573.15544,5394644,Klebsiella pneumoniae strain KSB1_5C,WGS,573,,,True,,4,4f7a4f8150206a94daa21d639222e86246b3152cd0b17a3e2c0d0c9c9d9f64ad
100.0,0.0,130,2017-08-09T03:39:55.959Z,573.14033,5508599,Klebsiella pneumoniae KPN297ec,WGS,573,,,True,,4,4f81a2117fe0a167a67426bcbc1a77521f3d3c6ca9f511c07854eea9f2dda92a
100.0,0.0,52,2016-09-12T11:30:53.007Z,573.5795,5669420,Klebsiella pneumoniae strain PB425,WGS,573,GCF_900092695.1,,True,,4,4f89b45defc5fc49fe7429ca2b634d79a96a9bd3e1d1dcae09f7874cf9ddbf35
99.78,0.11,215,2019-03-24T04:06:17.316Z,573.24378,5773309,Klebsiella pneumoniae strain MUGSI_21,WGS,573,,,True,,4,4fa1b61e720fe10895d8f9d2af9d7916a860fa308a63d1558b2fdc7988c444b3
100.0,0.0,100,2017-08-09T06:17:11.208Z,573.14331,5497330,Klebsiella pneumoniae KPN703ec,WGS,573,,,True,,4,4fe77415ad5f25b1b2be02ace42b71c29f0bb4dbcd31169c3503c58ccfbb9771
100.0,0.0,61,2024-03-03T21:03:05.835Z,573.66671,5140110,Klebsiella pneumoniae KP_NORM_BLD_115385,WGS,573,,,True,,4,4fec9b63484a1f42b0cd18f9780ee068089d3b034916b643655254839b6db5b4
100.0,0.0,77,2017-08-09T04:12:24.440Z,573.14095,5456336,Klebsiella pneumoniae KPN372ec,WGS,573,,,True,,4,4ff786515e094b54048d4ba3cb368b8a8c60f8eb5cecd460fc37f985c6dc5c92
99.78,0.0,140,2022-04-12T01:26:36.228Z,573.46843,5841213,Klebsiella pneumoniae KP-17PI,WGS,573,,,True,,4,4ff7cfa23156e340bdf0771c4fb299b3c48e57f45fb09f02bd760016f5fa4b66
99.78,0.0,108,2019-03-24T04:11:25.442Z,573.24394,5771658,Klebsiella pneumoniae strain MUGSI_310,WGS,573,,,True,,4,50048968187a3db95bcf05349211742bcbddabf7c4dff35c00148a182aad02c0
100.0,0.7,80,2017-08-09T06:19:16.535Z,573.14334,5543931,Klebsiella pneumoniae KPN707ec,WGS,573,,,True,,4,5008b918bee6e177c8941fbee62153959e2501c68fa7f61d31f2197fa2999bc2
100.0,0.0,99,2017-11-30T21:41:39.238Z,573.15554,5272452,Klebsiella pneumoniae strain KSB1_9E,WGS,573,GCA_020149895.1,,True,,4,504d01d515f9c17a53f111f56e26e3fd1f957920d1ad2d58c2d60baa16d6f997
100.0,0.2,437,2017-08-08T15:13:51.726Z,573.12975,5296732,Klebsiella pneumoniae 3285,WGS,573,,,True,,4,5058a5a8ffe1a9553a4272c3be0e25a77f87cb4743d43765551cc39c4ad184e6
99.78,0.55,153,2019-03-24T03:13:45.877Z,573.24249,5716589,Klebsiella pneumoniae strain 132,WGS,573,,,True,,4,5058b07c2c480d6d5ffac33af6180856e03355f4984137a1fbac814a293ada58
100.0,0.2,142,2024-03-03T21:29:59.679Z,573.67096,5555112,Klebsiella pneumoniae KP_NORM_BLD_63327,WGS,573,,,True,,4,5071b4863ef5c7eb194471289d220ffabad01aeed4b39fa0c83ca0cce0174b14
99.0,0.0,179,2019-03-24T03:43:18.033Z,573.24328,5597425,Klebsiella pneumoniae strain MUGSI_110,WGS,573,,,True,,4,507ed7dc045c082137a5112e3876feaffcfc2c76c0412e43f1889ddc3b87c149
99.78,0.0,119,2019-03-24T04:11:00.041Z,573.24380,5647819,Klebsiella pneumoniae strain MUGSI_225,WGS,573,,,True,,4,50945b4b098e552cc2aa499e154a7a6b047b9b05b4bc3b8b3530da2d3be6f10f
99.78,0.0,117,2019-07-15T16:23:03.965Z,573.26222,5382943,Klebsiella pneumoniae strain 5012STDY7312684,WGS,573,GCA_900775565.1,,True,,4,5096890b92ab3c1fe0995ff5900ea5fd880c724a8736c51b08e5a5c8921ee85f
100.0,2.0,255,2017-08-09T01:08:40.914Z,573.13782,5772011,Klebsiella pneumoniae KPN1930ec,WGS,573,,,True,,4,50b6f721d83edc71db141cc9a798ac7573d6ea63b736e5634250b5603164375c
100.0,0.3,45,2016-08-27T17:05:57.171Z,573.5677,5626433,Klebsiella pneumoniae strain PB395,WGS,573,GCF_900092965.1,,True,,4,50cd038c1b9860f635bb1644d084e85d3513b0b0e5abc3955f75a97c3edfbf51
100.0,0.3,105,2017-08-09T03:11:43.997Z,573.13984,5564957,Klebsiella pneumoniae KPN240ec,WGS,573,,,True,,4,50dbf2ccdb62f40b9e651d1144e588c5a71c02920dae025ddd527c7ec037bc74
100.0,0.0,126,2017-08-09T03:48:21.672Z,573.14050,5511578,Klebsiella pneumoniae KPN316ec,WGS,573,,,True,,4,50f0433d4858466ee973eb258e669d60f07805e60b0ad862d95cb070abea5b7e
100.0,0.3,93,2017-08-09T00:54:04.023Z,573.13760,5395957,Klebsiella pneumoniae KPN1901ec,WGS,573,,,True,,4,511935100edfc15ba72bdcdb609fdb76e27f05ac2db33aa57edfa7699e762237
100.0,0.0,1,2017-11-24T17:15:02.669Z,573.15373,5354543,Klebsiella pneumoniae strain KSB1_7J,Complete,573,GCA_002753375.1,,True,,4,51434a7444d62d08c218c1a6d5f6c0f0e44aa362321016a5a337273e84b5d13f
100.0,0.7,244,2017-08-08T15:17:15.487Z,573.12979,5854733,Klebsiella pneumoniae 3268,WGS,573,,,True,,4,51511664b3bd5e1065c39fece4ea8507946306d7d8d8f06c26e90fd2866a0967
100.0,0.0,111,2017-08-09T07:40:27.351Z,573.14436,5441258,Klebsiella pneumoniae KPN841ec,WGS,573,,,True,,4,517d414c0045201117e9ba9e0e2beec6b08fe3d8a5f152119e558e80d3ccc01d
100.0,0.0,150,2017-08-08T17:22:35.168Z,573.13190,5566489,Klebsiella pneumoniae KPN1198ec,WGS,573,,,True,,4,51953cdcd25f95c1f7ee2a976d7f006e94b4dfbede4358aa4785f0da9b3dc4f3
100.0,0.7,93,2017-08-09T08:18:48.365Z,573.14490,5580977,Klebsiella pneumoniae KPN916ec,WGS,573,,,True,,4,51cfb138e49623b4c4871f39744a0780fe85a65ade4a5b526e2c941f98e145bc
100.0,0.0,94,2017-08-08T18:14:25.840Z,573.13288,5461355,Klebsiella pneumoniae KPN1328ec,WGS,573,,,True,,4,51e0777fab5dc4e4f7d8bbf23276d4744d9c6bf4c0eeae6c4e3dbf06ed0219bc
99.78,0.11,123,2019-03-24T03:21:00.010Z,573.24275,5440852,Klebsiella pneumoniae strain 285,WGS,573,,,True,,4,51e64eabeb9be72b422b722b63198b38b62e13930cd81853b0233aa169850f06
100.0,0.0,34,2024-03-03T21:00:34.278Z,573.66639,5290527,Klebsiella pneumoniae KP_NORM_BLD_114315,WGS,573,,,True,,4,51f2baea3c72e7c035b6c68e5e64cb0fdab0881ab8ec07903b611d82a005a075
99.78,0.0,88,2022-04-12T01:26:26.719Z,573.46835,5838770,Klebsiella pneumoniae KP-134LU,WGS,573,,,True,,4,521f2c131c326f3ba500dd6d7bb91b7d16b5d6138585c0ee015b183d4c421101
100.0,0.8,309,2017-08-08T14:02:06.195Z,573.12880,5608373,Klebsiella pneumoniae 3365,WGS,573,,,True,,4,52438a6d8d57bc37865ef68fd18c36985ff2e9f5d3b19929aca976d744a5d5ea
100.0,0.3,26,2016-09-12T12:30:00.050Z,573.5817,5497232,Klebsiella pneumoniae strain PB525,WGS,573,GCF_900093205.1,,True,,4,524d3dc069a30fdfc201e3982ebed8d0ad7f35faefefb752f2bfe8fb8f184aa9
99.78,0.0,139,2022-04-12T01:26:24.674Z,573.46833,5873722,Klebsiella pneumoniae KP-11PI,WGS,573,,,True,,4,5256f8f9ad97095f0493c3e0d349e88ad1b79bd349718816da10126ba7183cbf
100.0,0.3,65,2017-08-09T08:56:36.690Z,573.14546,5491013,Klebsiella pneumoniae KPN990ec,WGS,573,,,True,,4,5275c76d67188f5e3e4926d619c06d0fd5fd06ff50409877fe99b9950d7e0764
99.78,0.0,7,2020-12-01T02:42:01.103Z,573.34294,5685961,Klebsiella pneumoniae strain INF279-sc-2280202,Complete,573,GCA_904866405.1,,True,,4,528068b8183ba9cc692499e1ff3a83bfa9047e301506cae2f77878ac3adaa057
100.0,0.0,97,2017-08-09T03:31:43.939Z,573.14019,5419866,Klebsiella pneumoniae KPN281ec,WGS,573,,,True,,4,529338bc18628a5ef952a620698ee53655a9bbc86e28fc1164a7c088d43e1b06
100.0,0.3,67,2017-08-09T08:52:02.130Z,573.14539,5450574,Klebsiella pneumoniae KPN981ec,WGS,573,,,True,,4,5294f2bed66c4a5b835e6eb7854803120af9664d831033c2628e887b44ff99d1
100.0,0.0,96,2017-08-08T23:20:15.270Z,573.13581,5453601,Klebsiella pneumoniae KPN1677ec,WGS,573,,,True,,4,5297cc3bd2f175a82e0474ac420491fc117c1710e8f4edbff6a991355ec728bd
99.78,0.0,63,2019-07-15T16:49:27.785Z,573.26279,5466448,Klebsiella pneumoniae strain 5012STDY7626395,WGS,573,GCA_900776115.1,,True,,4,52999338a5199325fcea836bf5f43c2fdc6c74f87f874b140446f666f7002748
99.78,0.0,95,2019-07-15T15:29:27.129Z,573.26117,5640759,Klebsiella pneumoniae strain 5012STDY7312735,WGS,573,GCA_900774525.1,,True,,4,529b38f76e61262c5800b516a2dbc27e558a73dd2381c4c5d5e3f8a22bcf7c9c
99.7,0.0,119,2017-12-01T17:02:52.603Z,573.15564,5251265,Klebsiella pneumoniae strain KSB1_10G,WGS,573,,,True,,4,52b31887b19cb25009c2c6957c6b8f111c3e2cb1870229e5e083b2fd5d62c3e8
100.0,0.3,148,2017-08-09T07:39:20.964Z,573.14432,5843233,Klebsiella pneumoniae KPN837ec,WGS,573,,,True,,4,52b3d4e60d5c0041abd3c72b92a09cb33572473a78b74011322a8b8e6db742c7
100.0,0.0,79,2017-08-08T23:06:56.160Z,573.13560,5353242,Klebsiella pneumoniae KPN1651ec,WGS,573,,,True,,4,52cd963fd6a8bc59374259574b04ddc0894036aba4c8189c14415c89a30a5e9f
99.78,0.0,72,2019-07-15T16:23:08.126Z,573.26221,5359839,Klebsiella pneumoniae strain 5012STDY7312686,WGS,573,GCA_900775555.1,,True,,4,52f1a4f542dd86f2fce50ee65c3c4d9021fd394301490bb7026c6f94e263dcc0
100.0,0.0,120,2017-08-09T04:04:19.072Z,573.14079,5564444,Klebsiella pneumoniae KPN354ec,WGS,573,,,True,,4,52f56a126a925bc41ffa42bf088ee546acecee05d9e69176e74bd18fd627eb39
100.0,0.3,77,2017-08-09T02:24:52.709Z,573.13909,5351397,Klebsiella pneumoniae KPN2086ec,WGS,573,,,True,,4,52f69870811c2fbeea9940813a0e8da9efe402f551a40e8889007ea0e739e4dc
100.0,3.2,375,2017-08-09T01:17:08.754Z,573.13797,5873322,Klebsiella pneumoniae KPN194ec,WGS,573,,,True,,4,52f87b7d26d96a5c8a3d37481cfd6b0b8c0ad26f1262ec03a6f3eaec94b58ef8
99.78,0.22,94,2019-07-15T16:37:09.614Z,573.26254,5360087,Klebsiella pneumoniae strain 5012STDY7626372,WGS,573,GCA_900775865.1,,True,,4,52fa5fd2a2849abef3f304fe65bb6985fb7763f46bd1f8f6d4587df23891d541
100.0,0.0,125,2017-11-30T22:58:54.888Z,573.15603,5634296,Klebsiella pneumoniae strain KSB1_5D,WGS,573,GCA_002741685.1,,True,,4,530fc826078f04407d5a64bb735ef6d37372f3e54dec35e96a1055124ffdb4f8
99.78,0.0,41,2022-03-25T08:19:54.663Z,573.46082,5392050,Klebsiella pneumoniae INF023,WGS,573,,,True,,4,534763695221f38f747a0241fcc9b4d952319b234ddd5babc792dbce2d3bfc71
99.7,0.0,131,2017-08-09T06:07:40.513Z,573.14315,5481121,Klebsiella pneumoniae KPN684ec,WGS,573,,,True,,4,538b3d96c4a67fd11cced52b344f0b6a65fca540a7471caf0b4cad8ae3687f8d
100.0,0.5,111,2017-08-08T22:59:43.636Z,573.13547,5737382,Klebsiella pneumoniae KPN1634ec,WGS,573,,,True,,4,53c71ab88937d1804b72fd874324dfb198da0931f6923479f2370a37a08e8314
