genome_id,genome_name,tested_drug_count,genome_length,contigs,checkm_completeness,checkm_contamination,fasta_relative_path,fasta_sha256
573.13055,Klebsiella pneumoniae KPN1032ec,4,5508586,110,100.0,0.0,data/genomes/573.13055.fna,
573.14373,Klebsiella pneumoniae KPN754ec,4,5323333,103,100.0,0.0,data/genomes/573.14373.fna,
573.66840,Klebsiella pneumoniae KP_NORM_BLD_1871,4,5774217,129,100.0,0.2,data/genomes/573.66840.fna,
573.14442,Klebsiella pneumoniae KPN852ec,4,5516039,100,100.0,0.0,data/genomes/573.14442.fna,
573.14493,Klebsiella pneumoniae KPN921ec,4,5599660,114,99.7,0.3,data/genomes/573.14493.fna,
573.67053,Klebsiella pneumoniae KP_NORM_BLD_62189,4,5463472,107,100.0,0.0,data/genomes/573.67053.fna,
573.67087,Klebsiella pneumoniae KP_NORM_BLD_62776,4,5361034,77,100.0,0.0,data/genomes/573.67087.fna,
573.13471,Klebsiella pneumoniae KPN1542ec,4,5444930,61,100.0,0.0,data/genomes/573.13471.fna,
573.13481,Klebsiella pneumoniae KPN1551ec,4,5371374,70,100.0,0.0,data/genomes/573.13481.fna,
573.15594,Klebsiella pneumoniae strain INF293,4,5555919,84,100.0,0.3,data/genomes/573.15594.fna,
573.5711,Klebsiella pneumoniae strain W2-9-ERG10,4,5267569,29,100.0,0.0,data/genomes/573.5711.fna,
573.12874,Klebsiella pneumoniae 3294,4,5622464,277,100.0,0.3,data/genomes/573.12874.fna,
573.15369,Klebsiella pneumoniae strain INF158,4,5768996,7,100.0,0.0,data/genomes/573.15369.fna,
573.13839,Klebsiella pneumoniae KPN2009ec,4,5463662,76,100.0,0.0,data/genomes/573.13839.fna,
573.13496,Klebsiella pneumoniae KPN1568ec,4,5513987,85,100.0,0.0,data/genomes/573.13496.fna,
573.5701,Klebsiella pneumoniae strain PB388,4,5498657,31,100.0,0.3,data/genomes/573.5701.fna,
573.5695,Klebsiella pneumoniae strain PB295,4,5666697,47,100.0,0.0,data/genomes/573.5695.fna,
573.14400,Klebsiella pneumoniae KPN792ec,4,5559567,190,100.0,0.0,data/genomes/573.14400.fna,
573.13149,Klebsiella pneumoniae KPN1151ec,4,5460366,86,100.0,0.3,data/genomes/573.13149.fna,
573.13824,Klebsiella pneumoniae KPN1991ec,4,5505329,119,100.0,0.0,data/genomes/573.13824.fna,
573.66726,Klebsiella pneumoniae KP_NORM_BLD_116562,4,5369631,93,100.0,0.0,data/genomes/573.66726.fna,
573.14244,Klebsiella pneumoniae KPN569ec,4,5417427,135,100.0,0.0,data/genomes/573.14244.fna,
573.24344,Klebsiella pneumoniae strain MUGSI_127,4,5550596,113,99.78,0.0,data/genomes/573.24344.fna,
573.15362,Klebsiella pneumoniae strain KSB1_7E,4,5448674,3,100.0,0.0,data/genomes/573.15362.fna,
573.26289,Klebsiella pneumoniae strain 5012STDY7626411,4,5170660,26,99.78,0.22,data/genomes/573.26289.fna,
573.24434,Klebsiella pneumoniae strain MUGSI_75,4,5595105,129,99.78,0.22,data/genomes/573.24434.fna,
573.26109,Klebsiella pneumoniae strain 5012STDY7312726,4,5490446,126,99.78,0.0,data/genomes/573.26109.fna,
573.14484,Klebsiella pneumoniae KPN911ec,4,5501098,66,100.0,0.0,data/genomes/573.14484.fna,
573.14264,Klebsiella pneumoniae KPN592ec,4,5528180,109,100.0,0.0,data/genomes/573.14264.fna,
573.15600,Klebsiella pneumoniae strain KSB2_4C,4,5561763,80,100.0,0.7,data/genomes/573.15600.fna,
573.12961,Klebsiella pneumoniae 10,4,5559416,408,100.0,1.3,data/genomes/573.12961.fna,
573.26262,Klebsiella pneumoniae strain 5012STDY7626380,4,5480696,41,99.78,0.11,data/genomes/573.26262.fna,
573.13286,Klebsiella pneumoniae KPN1326ec,4,5475406,87,100.0,0.0,data/genomes/573.13286.fna,
573.5716,Klebsiella pneumoniae strain W2-13-ERG4,4,5278449,19,99.0,0.7,data/genomes/573.5716.fna,
573.14194,Klebsiella pneumoniae KPN503ec,4,5449542,68,100.0,0.0,data/genomes/573.14194.fna,
573.14394,Klebsiella pneumoniae KPN782ec,4,5520763,133,100.0,0.3,data/genomes/573.14394.fna,
573.24395,Klebsiella pneumoniae strain MUGSI_311,4,5661663,173,99.78,0.0,data/genomes/573.24395.fna,
573.14354,Klebsiella pneumoniae KPN728ec,4,5475323,203,100.0,0.0,data/genomes/573.14354.fna,
573.15525,Klebsiella pneumoniae strain INF200,4,5146308,46,100.0,0.7,data/genomes/573.15525.fna,
573.13910,Klebsiella pneumoniae KPN2087ec,4,5640826,111,100.0,0.0,data/genomes/573.13910.fna,
573.13586,Klebsiella pneumoniae KPN1682ec,4,5617783,84,100.0,0.3,data/genomes/573.13586.fna,
573.14547,Klebsiella pneumoniae KPN994ec,4,5463993,254,99.7,1.7,data/genomes/573.14547.fna,
573.66781,Klebsiella pneumoniae KP_NORM_BLD_13381,4,5513051,78,100.0,0.0,data/genomes/573.66781.fna,
573.67067,Klebsiella pneumoniae KP_NORM_BLD_624,4,5352582,63,100.0,0.0,data/genomes/573.67067.fna,
573.14196,Klebsiella pneumoniae KPN507ec,4,5430451,65,100.0,0.0,data/genomes/573.14196.fna,
573.14475,Klebsiella pneumoniae KPN896ec,4,5820099,137,100.0,0.0,data/genomes/573.14475.fna,
573.5796,Klebsiella pneumoniae strain PB209,4,5519305,35,100.0,0.0,data/genomes/573.5796.fna,
573.12860,Klebsiella pneumoniae 3316,4,5807387,436,100.0,0.0,data/genomes/573.12860.fna,
573.26294,Klebsiella pneumoniae strain 5012STDY7626413,4,5170777,25,99.78,0.11,data/genomes/573.26294.fna,
573.13520,Klebsiella pneumoniae KPN1596ec,4,5517249,107,100.0,0.0,data/genomes/573.13520.fna,
573.33413,Klebsiella pneumoniae strain PMK21a,4,5850518,173,99.78,0.0,data/genomes/573.33413.fna,
573.13088,Klebsiella pneumoniae KPN1075ec,4,5535776,157,100.0,0.0,data/genomes/573.13088.fna,
573.66642,Klebsiella pneumoniae KP_NORM_BLD_114327,4,5278970,42,100.0,0.0,data/genomes/573.66642.fna,
573.13965,Klebsiella pneumoniae KPN218ec,4,5581226,108,100.0,0.0,data/genomes/573.13965.fna,
573.66898,Klebsiella pneumoniae KP_NORM_BLD_2012_85426,4,5302126,90,100.0,0.1,data/genomes/573.66898.fna,
573.5799,Klebsiella pneumoniae strain PB65,4,5621785,55,100.0,0.0,data/genomes/573.5799.fna,
573.67036,Klebsiella pneumoniae KP_NORM_BLD_61475,4,5209013,80,100.0,0.0,data/genomes/573.67036.fna,
573.1734,Klebsiella pneumoniae strain KpVA-16,4,5694799,178,100.0,3.8,data/genomes/573.1734.fna,
573.13158,Klebsiella pneumoniae KPN1163ec,4,5891345,388,99.7,2.3,data/genomes/573.13158.fna,
573.22556,Klebsiella pneumoniae strain SU14,4,5577490,231,95.43,0.0,data/genomes/573.22556.fna,
573.14478,Klebsiella pneumoniae KPN902ec,4,5413254,88,100.0,0.0,data/genomes/573.14478.fna,
573.46861,Klebsiella pneumoniae KP-37LI,4,5843301,93,99.78,0.11,data/genomes/573.46861.fna,
573.66644,Klebsiella pneumoniae KP_NORM_BLD_114446,4,5313212,79,100.0,0.1,data/genomes/573.66644.fna,
573.12921,Klebsiella pneumoniae 73,4,5464810,354,100.0,0.7,data/genomes/573.12921.fna,
573.14512,Klebsiella pneumoniae KPN944ec,4,5574188,134,100.0,0.0,data/genomes/573.14512.fna,
573.14271,Klebsiella pneumoniae KPN600ec,4,5557809,123,99.7,1.0,data/genomes/573.14271.fna,
573.46096,Klebsiella pneumoniae KSB1_1D,4,5590492,113,99.78,0.0,data/genomes/573.46096.fna,
573.46070,Klebsiella pneumoniae INF314,4,5586877,114,99.78,0.0,data/genomes/573.46070.fna,
573.13901,Klebsiella pneumoniae KPN2079ec,4,5753017,79,100.0,0.0,data/genomes/573.13901.fna,
573.66916,Klebsiella pneumoniae KP_NORM_BLD_2013_92328,4,5505814,98,100.0,0.1,data/genomes/573.66916.fna,
573.14205,Klebsiella pneumoniae KPN516ec,4,5682982,180,100.0,0.7,data/genomes/573.14205.fna,
573.67175,Klebsiella pneumoniae KP_NORM_URN_2015_113007,4,5387999,95,99.8,0.1,data/genomes/573.67175.fna,
573.15605,Klebsiella pneumoniae strain INF143,4,5414485,36,100.0,0.0,data/genomes/573.15605.fna,
573.13983,Klebsiella pneumoniae KPN238ec,4,5419089,87,100.0,0.0,data/genomes/573.13983.fna,
573.13636,Klebsiella pneumoniae KPN1736ec,4,5459007,78,100.0,0.0,data/genomes/573.13636.fna,
573.66606,Klebsiella pneumoniae KP_NORM_BLD_112603,4,5481127,118,100.0,0.0,data/genomes/573.66606.fna,
573.23208,Klebsiella pneumoniae strain KP_195,4,5572205,104,99.78,0.0,data/genomes/573.23208.fna,
573.12898,Klebsiella pneumoniae 3216,4,5545193,370,100.0,0.0,data/genomes/573.12898.fna,
573.67026,Klebsiella pneumoniae KP_NORM_BLD_61299,4,5615294,169,100.0,0.2,data/genomes/573.67026.fna,
573.13656,Klebsiella pneumoniae KPN1760ec,4,5501565,85,99.7,0.3,data/genomes/573.13656.fna,
573.46870,Klebsiella pneumoniae KP-82LU,4,5834395,92,99.78,0.0,data/genomes/573.46870.fna,
573.67076,Klebsiella pneumoniae KP_NORM_BLD_62646,4,5090760,45,99.9,0.1,data/genomes/573.67076.fna,
573.5769,Klebsiella pneumoniae strain 17_GR_14,4,5799250,169,100.0,0.0,data/genomes/573.5769.fna,
573.13271,Klebsiella pneumoniae KPN1305ec,4,5579571,154,100.0,0.3,data/genomes/573.13271.fna,
573.13990,Klebsiella pneumoniae KPN249ec,4,5558120,135,100.0,0.0,data/genomes/573.13990.fna,
573.15514,Klebsiella pneumoniae strain INF128,4,5453292,160,100.0,0.7,data/genomes/573.15514.fna,
573.34284,Klebsiella pneumoniae strain INF327-sc-2280132,4,5676080,5,99.78,0.0,data/genomes/573.34284.fna,
573.26319,Klebsiella pneumoniae strain 5012STDY7626439,4,5665496,136,99.78,0.0,data/genomes/573.26319.fna,
573.66800,Klebsiella pneumoniae KP_NORM_BLD_13748,4,5445128,461,99.9,1.9,data/genomes/573.66800.fna,
573.13691,Klebsiella pneumoniae KPN1826ec,4,5815082,152,100.0,0.3,data/genomes/573.13691.fna,
573.66821,Klebsiella pneumoniae KP_NORM_BLD_14173,4,5309320,59,100.0,0.0,data/genomes/573.66821.fna,
573.13903,Klebsiella pneumoniae KPN2080ec,4,5346863,78,100.0,0.0,data/genomes/573.13903.fna,
573.13414,Klebsiella pneumoniae KPN1476ec,4,5473580,119,100.0,0.3,data/genomes/573.13414.fna,
573.23216,Klebsiella pneumoniae strain KP_063,4,5619081,90,99.78,0.0,data/genomes/573.23216.fna,
573.13785,Klebsiella pneumoniae KPN1933ec,4,5465669,105,100.0,0.0,data/genomes/573.13785.fna,
573.22562,Klebsiella pneumoniae strain SU3,4,5516459,83,99.78,0.0,data/genomes/573.22562.fna,
573.13793,Klebsiella pneumoniae KPN1946ec,4,5607393,147,100.0,0.7,data/genomes/573.13793.fna,
573.13348,Klebsiella pneumoniae KPN1404ec,4,5561771,228,100.0,1.3,data/genomes/573.13348.fna,
573.15563,Klebsiella pneumoniae strain KSB1_4G,4,5247162,33,97.3,0.2,data/genomes/573.15563.fna,
573.67160,Klebsiella pneumoniae KP_NORM_URN_2014_97677,4,5449661,104,100.0,0.3,data/genomes/573.67160.fna,
573.26237,Klebsiella pneumoniae strain 5012STDY7626506,4,5542685,61,99.78,0.11,data/genomes/573.26237.fna,
573.14213,Klebsiella pneumoniae KPN527ec,4,5459804,114,99.7,0.0,data/genomes/573.14213.fna,
573.13101,Klebsiella pneumoniae KPN1095ec,4,5371531,75,100.0,0.0,data/genomes/573.13101.fna,
573.14302,Klebsiella pneumoniae KPN660ec,4,5438020,75,100.0,0.0,data/genomes/573.14302.fna,
573.23201,Klebsiella pneumoniae strain KP_109,4,5495800,86,99.78,0.11,data/genomes/573.23201.fna,
573.66970,Klebsiella pneumoniae KP_NORM_BLD_3069,4,5306960,46,100.0,0.0,data/genomes/573.66970.fna,
573.12931,Klebsiella pneumoniae 3265,4,5838725,405,100.0,0.0,data/genomes/573.12931.fna,
573.66195,Klebsiella pneumoniae KP_NORM_URN_2015_108575,4,5400241,82,100.0,0.0,data/genomes/573.66195.fna,
573.26242,Klebsiella pneumoniae strain 5012STDY7626522,4,5477274,34,99.78,0.0,data/genomes/573.26242.fna,
573.13961,Klebsiella pneumoniae KPN2172ec,4,5534641,102,100.0,0.0,data/genomes/573.13961.fna,
573.13898,Klebsiella pneumoniae KPN2076ec,4,5748840,112,100.0,0.0,data/genomes/573.13898.fna,
573.12985,Klebsiella pneumoniae 3396,4,5557990,301,100.0,1.0,data/genomes/573.12985.fna,
573.26303,Klebsiella pneumoniae strain 5012STDY7626423,4,5502314,48,99.78,0.11,data/genomes/573.26303.fna,
573.31072,Klebsiella pneumoniae strain PH44,4,5934670,197,99.78,0.11,data/genomes/573.31072.fna,
573.14522,Klebsiella pneumoniae KPN956ec,4,5416011,65,100.0,0.0,data/genomes/573.14522.fna,
573.67005,Klebsiella pneumoniae KP_NORM_BLD_60872,4,5395142,106,100.0,0.0,data/genomes/573.67005.fna,
573.13623,Klebsiella pneumoniae KPN1720ec,4,5596459,150,99.7,0.3,data/genomes/573.13623.fna,
573.26271,Klebsiella pneumoniae strain 5012STDY7626390,4,5561766,47,99.78,0.0,data/genomes/573.26271.fna,
573.12904,Klebsiella pneumoniae 6,4,5595436,378,100.0,0.0,data/genomes/573.12904.fna,
573.46873,Klebsiella pneumoniae KP-8PI,4,5838321,86,99.78,0.0,data/genomes/573.46873.fna,
573.13287,Klebsiella pneumoniae KPN1327ec,4,5407084,112,100.0,0.0,data/genomes/573.13287.fna,
573.26096,Klebsiella pneumoniae strain 5012STDY7312574,4,5648147,36,99.78,0.0,data/genomes/573.26096.fna,
573.13251,Klebsiella pneumoniae KPN1272ec,4,5478177,79,100.0,0.0,data/genomes/573.13251.fna,
573.13900,Klebsiella pneumoniae KPN2078ec,4,5380355,78,100.0,0.3,data/genomes/573.13900.fna,
573.26078,Klebsiella pneumoniae strain 5012STDY7312715,4,5403138,27,99.78,0.33,data/genomes/573.26078.fna,
573.13502,Klebsiella pneumoniae KPN1575ec,4,5489544,114,100.0,0.0,data/genomes/573.13502.fna,
573.26187,Klebsiella pneumoniae strain 5012STDY7312621,4,5550584,42,99.78,0.0,data/genomes/573.26187.fna,
573.13792,Klebsiella pneumoniae KPN1942ec,4,5463099,90,100.0,0.5,data/genomes/573.13792.fna,
573.66582,Klebsiella pneumoniae KP_NORM_BLD_110764,4,5516809,145,99.9,0.2,data/genomes/573.66582.fna,
573.13907,Klebsiella pneumoniae KPN2084ec,4,5415015,97,100.0,0.3,data/genomes/573.13907.fna,
573.13626,Klebsiella pneumoniae KPN1723ec,4,5530218,86,100.0,0.0,data/genomes/573.13626.fna,
573.14129,Klebsiella pneumoniae KPN408ec,4,5317794,65,100.0,0.0,data/genomes/573.14129.fna,
573.13805,Klebsiella pneumoniae KPN1960ec,4,5615728,76,100.0,0.7,data/genomes/573.13805.fna,
573.13017,Klebsiella pneumoniae 3242,4,5391065,472,100.0,0.7,data/genomes/573.13017.fna,
573.67089,Klebsiella pneumoniae KP_NORM_BLD_62914,4,5363959,90,100.0,0.0,data/genomes/573.67089.fna,
573.15530,Klebsiella pneumoniae strain INF305,4,6059292,74,100.0,1.0,data/genomes/573.15530.fna,
573.15541,Klebsiella pneumoniae strain KSB1_1C,4,5538068,92,96.3,0.4,data/genomes/573.15541.fna,
573.66588,Klebsiella pneumoniae KP_NORM_BLD_111583,4,5392932,87,100.0,0.0,data/genomes/573.66588.fna,
573.14075,Klebsiella pneumoniae KPN347ec,4,5459798,81,100.0,0.0,data/genomes/573.14075.fna,
573.13399,Klebsiella pneumoniae KPN145ec,4,5644656,208,100.0,0.3,data/genomes/573.13399.fna,
573.13370,Klebsiella pneumoniae KPN1429ec,4,5410653,126,100.0,0.0,data/genomes/573.13370.fna,
573.24244,Klebsiella pneumoniae strain 101,4,5360600,104,99.78,0.55,data/genomes/573.24244.fna,
573.46091,Klebsiella pneumoniae KSB1_4B,4,5518847,128,99.78,0.11,data/genomes/573.46091.fna,
573.67171,Klebsiella pneumoniae KP_NORM_URN_2015_109238,4,5434412,90,100.0,0.0,data/genomes/573.67171.fna,
573.13340,Klebsiella pneumoniae KPN1390ec,4,5409589,109,100.0,0.0,data/genomes/573.13340.fna,
573.13278,Klebsiella pneumoniae KPN1315ec,4,5460802,137,100.0,0.2,data/genomes/573.13278.fna,
573.13305,Klebsiella pneumoniae KPN1345ec,4,5358191,90,100.0,0.0,data/genomes/573.13305.fna,
573.46871,Klebsiella pneumoniae KP-83LU,4,5813810,91,99.78,0.0,data/genomes/573.46871.fna,
573.31064,Klebsiella pneumoniae strain PH25,4,5400677,382,98.66,0.99,data/genomes/573.31064.fna,
573.14018,Klebsiella pneumoniae KPN280ec,4,5423665,101,100.0,0.0,data/genomes/573.14018.fna,
573.13084,Klebsiella pneumoniae KPN1070ec,4,5665708,122,100.0,0.7,data/genomes/573.13084.fna,
573.24392,Klebsiella pneumoniae strain MUGSI_308,4,5734856,105,99.78,0.0,data/genomes/573.24392.fna,
573.26168,Klebsiella pneumoniae strain 5012STDY7312604,4,5511822,37,99.78,0.0,data/genomes/573.26168.fna,
573.13478,Klebsiella pneumoniae KPN1549ec,4,5528768,132,100.0,0.0,data/genomes/573.13478.fna,
573.13215,Klebsiella pneumoniae KPN1230ec,4,5540033,221,100.0,1.2,data/genomes/573.13215.fna,
573.14088,Klebsiella pneumoniae KPN364ec,4,5538489,107,100.0,0.0,data/genomes/573.14088.fna,
573.46115,Klebsiella pneumoniae INF332,4,5584366,120,99.78,0.0,data/genomes/573.46115.fna,
573.14364,Klebsiella pneumoniae KPN742ec,4,5570219,134,100.0,0.0,data/genomes/573.14364.fna,
573.26133,Klebsiella pneumoniae strain 5012STDY7312750,4,5347586,111,99.78,0.0,data/genomes/573.26133.fna,
573.18093,Klebsiella pneumoniae strain AR_0153,4,5799475,4,100.0,0.0,data/genomes/573.18093.fna,
573.13069,Klebsiella pneumoniae KPN1047ec,4,5691146,129,99.3,0.0,data/genomes/573.13069.fna,
573.13606,Klebsiella pneumoniae KPN1703ec,4,5483063,84,100.0,0.0,data/genomes/573.13606.fna,
573.66587,Klebsiella pneumoniae KP_NORM_BLD_111588,4,5380672,64,99.9,0.0,data/genomes/573.66587.fna,
573.13375,Klebsiella pneumoniae KPN1433ec,4,5470264,123,100.0,0.7,data/genomes/573.13375.fna,
573.24424,Klebsiella pneumoniae strain MUGSI_61,4,5550292,107,99.78,0.0,data/genomes/573.24424.fna,
573.13710,Klebsiella pneumoniae KPN1848ec,4,5361898,79,100.0,0.0,data/genomes/573.13710.fna,
573.66691,Klebsiella pneumoniae KP_NORM_BLD_115987,4,5569099,151,100.0,0.1,data/genomes/573.66691.fna,
573.66731,Klebsiella pneumoniae KP_NORM_BLD_116589,4,5172154,77,100.0,0.0,data/genomes/573.66731.fna,
573.26191,Klebsiella pneumoniae strain 5012STDY7312626,4,5551017,47,99.78,0.0,data/genomes/573.26191.fna,
573.12905,Klebsiella pneumoniae 3263,4,5616421,328,100.0,0.0,data/genomes/573.12905.fna,
573.5826,Klebsiella pneumoniae strain W2-13-ERG8,4,5494020,43,100.0,0.0,data/genomes/573.5826.fna,
573.46849,Klebsiella pneumoniae KP-21POB,4,5837392,92,99.78,0.0,data/genomes/573.46849.fna,
573.66603,Klebsiella pneumoniae KP_NORM_BLD_112904,4,5526216,145,100.0,0.3,data/genomes/573.66603.fna,
573.24385,Klebsiella pneumoniae strain MUGSI_27,4,5760187,168,99.78,0.11,data/genomes/573.24385.fna,
573.14323,Klebsiella pneumoniae KPN694ec,4,5445524,89,100.0,0.0,data/genomes/573.14323.fna,
573.13240,Klebsiella pneumoniae KPN1261ec,4,5545887,238,100.0,0.3,data/genomes/573.13240.fna,
573.46064,Klebsiella pneumoniae INF282,4,5593028,113,99.78,0.11,data/genomes/573.46064.fna,
573.14269,Klebsiella pneumoniae KPN598ec,4,5655697,142,100.0,0.3,data/genomes/573.14269.fna,
573.13802,Klebsiella pneumoniae KPN1955ec,4,5401378,98,100.0,0.3,data/genomes/573.13802.fna,
573.14006,Klebsiella pneumoniae KPN268ec,4,5675255,121,100.0,0.3,data/genomes/573.14006.fna,
573.14189,Klebsiella pneumoniae KPN482ec,4,5611352,108,100.0,0.0,data/genomes/573.14189.fna,
573.14404,Klebsiella pneumoniae KPN797ec,4,5505267,76,100.0,0.3,data/genomes/573.14404.fna,
573.13595,Klebsiella pneumoniae KPN1692ec,4,5636185,141,100.0,0.3,data/genomes/573.13595.fna,
573.66750,Klebsiella pneumoniae KP_NORM_BLD_12851,4,5554586,91,100.0,0.0,data/genomes/573.66750.fna,
573.13616,Klebsiella pneumoniae KPN1713ec,4,5547906,145,99.7,0.0,data/genomes/573.13616.fna,
573.24379,Klebsiella pneumoniae strain MUGSI_22,4,5588625,136,99.78,0.0,data/genomes/573.24379.fna,
573.14045,Klebsiella pneumoniae KPN310ec,4,5541974,92,100.0,0.0,data/genomes/573.14045.fna,
573.12876,Klebsiella pneumoniae 3296,4,5448241,355,100.0,0.0,data/genomes/573.12876.fna,
573.7024,Klebsiella pneumoniae strain AR_0012,4,5894793,12,100.0,0.0,data/genomes/573.7024.fna,
573.67009,Klebsiella pneumoniae KP_NORM_BLD_60946,4,5348022,77,100.0,0.0,data/genomes/573.67009.fna,
573.13227,Klebsiella pneumoniae KPN1246ec,4,5414914,90,100.0,0.0,data/genomes/573.13227.fna,
573.13403,Klebsiella pneumoniae KPN1462ec,4,5579790,127,100.0,0.0,data/genomes/573.13403.fna,
573.67028,Klebsiella pneumoniae KP_NORM_BLD_61435,4,5633499,55,100.0,0.0,data/genomes/573.67028.fna,
573.13019,Klebsiella pneumoniae 3313,4,5442875,380,100.0,0.3,data/genomes/573.13019.fna,
573.15562,Klebsiella pneumoniae strain KSB1_3G,4,5408151,73,100.0,0.0,data/genomes/573.15562.fna,
573.13125,Klebsiella pneumoniae KPN1123ec,4,5456495,70,100.0,0.0,data/genomes/573.13125.fna,
573.23229,Klebsiella pneumoniae strain KP_328,4,5561595,86,99.78,0.0,data/genomes/573.23229.fna,
573.46103,Klebsiella pneumoniae KSB1_1F,4,5352265,34,99.78,0.0,data/genomes/573.46103.fna,
573.66770,Klebsiella pneumoniae KP_NORM_BLD_13133,4,5407549,93,100.0,0.2,data/genomes/573.66770.fna,
573.15042,Klebsiella pneumoniae strain AR_0158,4,5806817,5,99.3,0.7,data/genomes/573.15042.fna,
573.66636,Klebsiella pneumoniae KP_NORM_BLD_114321,4,5548792,160,100.0,0.0,data/genomes/573.66636.fna,
573.13807,Klebsiella pneumoniae KPN1968ec,4,5383145,78,100.0,0.0,data/genomes/573.13807.fna,
573.66894,Klebsiella pneumoniae KP_NORM_BLD_2011_76205,4,5386627,93,100.0,0.0,data/genomes/573.66894.fna,
573.13415,Klebsiella pneumoniae KPN1478ec,4,5317209,144,100.0,0.0,data/genomes/573.13415.fna,
573.67062,Klebsiella pneumoniae KP_NORM_BLD_622,4,5532862,64,100.0,0.0,data/genomes/573.67062.fna,
573.15544,Klebsiella pneumoniae strain KSB1_5C,4,5394644,146,99.3,0.7,data/genomes/573.15544.fna,
573.14033,Klebsiella pneumoniae KPN297ec,4,5508599,130,100.0,0.0,data/genomes/573.14033.fna,
573.5795,Klebsiella pneumoniae strain PB425,4,5669420,52,100.0,0.0,data/genomes/573.5795.fna,
573.24378,Klebsiella pneumoniae strain MUGSI_21,4,5773309,215,99.78,0.11,data/genomes/573.24378.fna,
573.14331,Klebsiella pneumoniae KPN703ec,4,5497330,100,100.0,0.0,data/genomes/573.14331.fna,
573.66671,Klebsiella pneumoniae KP_NORM_BLD_115385,4,5140110,61,100.0,0.0,data/genomes/573.66671.fna,
573.14095,Klebsiella pneumoniae KPN372ec,4,5456336,77,100.0,0.0,data/genomes/573.14095.fna,
573.46843,Klebsiella pneumoniae KP-17PI,4,5841213,140,99.78,0.0,data/genomes/573.46843.fna,
573.24394,Klebsiella pneumoniae strain MUGSI_310,4,5771658,108,99.78,0.0,data/genomes/573.24394.fna,
573.14334,Klebsiella pneumoniae KPN707ec,4,5543931,80,100.0,0.7,data/genomes/573.14334.fna,
573.15554,Klebsiella pneumoniae strain KSB1_9E,4,5272452,99,100.0,0.0,data/genomes/573.15554.fna,
573.12975,Klebsiella pneumoniae 3285,4,5296732,437,100.0,0.2,data/genomes/573.12975.fna,
573.24249,Klebsiella pneumoniae strain 132,4,5716589,153,99.78,0.55,data/genomes/573.24249.fna,
573.67096,Klebsiella pneumoniae KP_NORM_BLD_63327,4,5555112,142,100.0,0.2,data/genomes/573.67096.fna,
573.24328,Klebsiella pneumoniae strain MUGSI_110,4,5597425,179,99.0,0.0,data/genomes/573.24328.fna,
573.24380,Klebsiella pneumoniae strain MUGSI_225,4,5647819,119,99.78,0.0,data/genomes/573.24380.fna,
573.26222,Klebsiella pneumoniae strain 5012STDY7312684,4,5382943,117,99.78,0.0,data/genomes/573.26222.fna,
573.13782,Klebsiella pneumoniae KPN1930ec,4,5772011,255,100.0,2.0,data/genomes/573.13782.fna,
573.5677,Klebsiella pneumoniae strain PB395,4,5626433,45,100.0,0.3,data/genomes/573.5677.fna,
573.13984,Klebsiella pneumoniae KPN240ec,4,5564957,105,100.0,0.3,data/genomes/573.13984.fna,
573.14050,Klebsiella pneumoniae KPN316ec,4,5511578,126,100.0,0.0,data/genomes/573.14050.fna,
573.13760,Klebsiella pneumoniae KPN1901ec,4,5395957,93,100.0,0.3,data/genomes/573.13760.fna,
573.15373,Klebsiella pneumoniae strain KSB1_7J,4,5354543,1,100.0,0.0,data/genomes/573.15373.fna,
573.12979,Klebsiella pneumoniae 3268,4,5854733,244,100.0,0.7,data/genomes/573.12979.fna,
573.14436,Klebsiella pneumoniae KPN841ec,4,5441258,111,100.0,0.0,data/genomes/573.14436.fna,
573.13190,Klebsiella pneumoniae KPN1198ec,4,5566489,150,100.0,0.0,data/genomes/573.13190.fna,
573.14490,Klebsiella pneumoniae KPN916ec,4,5580977,93,100.0,0.7,data/genomes/573.14490.fna,
573.13288,Klebsiella pneumoniae KPN1328ec,4,5461355,94,100.0,0.0,data/genomes/573.13288.fna,
573.24275,Klebsiella pneumoniae strain 285,4,5440852,123,99.78,0.11,data/genomes/573.24275.fna,
573.66639,Klebsiella pneumoniae KP_NORM_BLD_114315,4,5290527,34,100.0,0.0,data/genomes/573.66639.fna,
573.46835,Klebsiella pneumoniae KP-134LU,4,5838770,88,99.78,0.0,data/genomes/573.46835.fna,
573.12880,Klebsiella pneumoniae 3365,4,5608373,309,100.0,0.8,data/genomes/573.12880.fna,
573.5817,Klebsiella pneumoniae strain PB525,4,5497232,26,100.0,0.3,data/genomes/573.5817.fna,
573.46833,Klebsiella pneumoniae KP-11PI,4,5873722,139,99.78,0.0,data/genomes/573.46833.fna,
573.14546,Klebsiella pneumoniae KPN990ec,4,5491013,65,100.0,0.3,data/genomes/573.14546.fna,
573.34294,Klebsiella pneumoniae strain INF279-sc-2280202,4,5685961,7,99.78,0.0,data/genomes/573.34294.fna,
573.14019,Klebsiella pneumoniae KPN281ec,4,5419866,97,100.0,0.0,data/genomes/573.14019.fna,
573.14539,Klebsiella pneumoniae KPN981ec,4,5450574,67,100.0,0.3,data/genomes/573.14539.fna,
573.13581,Klebsiella pneumoniae KPN1677ec,4,5453601,96,100.0,0.0,data/genomes/573.13581.fna,
573.26279,Klebsiella pneumoniae strain 5012STDY7626395,4,5466448,63,99.78,0.0,data/genomes/573.26279.fna,
