genome_id,antibiotic,phenotype,evidence
synthetic_028_3,ceftazidime,Resistant,Synthetic fixture
synthetic_028_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_028_3,gentamicin,Resistant,Synthetic fixture
synthetic_028_3,meropenem,Susceptible,Synthetic fixture
synthetic_029_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_029_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_029_0,gentamicin,Resistant,Synthetic fixture
synthetic_029_0,meropenem,Susceptible,Synthetic fixture
synthetic_029_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_029_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_029_1,gentamicin,Resistant,Synthetic fixture
synthetic_029_1,meropenem,Susceptible,Synthetic fixture
synthetic_029_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_029_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_029_2,gentamicin,Resistant,Synthetic fixture
synthetic_029_2,meropenem,Susceptible,Synthetic fixture
synthetic_029_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_029_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_029_3,gentamicin,Resistant,Synthetic fixture
synthetic_029_3,meropenem,Susceptible,Synthetic fixture
synthetic_030_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_030_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_030_0,gentamicin,Susceptible,Synthetic fixture
synthetic_030_0,meropenem,Resistant,Synthetic fixture
synthetic_030_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_030_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_030_1,gentamicin,Susceptible,Synthetic fixture
synthetic_030_1,meropenem,Resistant,Synthetic fixture
synthetic_030_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_030_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_030_2,gentamicin,Susceptible,Synthetic fixture
synthetic_030_2,meropenem,Resistant,Synthetic fixture
synthetic_030_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_030_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_030_3,gentamicin,Susceptible,Synthetic fixture
synthetic_030_3,meropenem,Resistant,Synthetic fixture
synthetic_031_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_031_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_031_0,gentamicin,Susceptible,Synthetic fixture
synthetic_031_0,meropenem,Resistant,Synthetic fixture
synthetic_031_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_031_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_031_1,gentamicin,Susceptible,Synthetic fixture
synthetic_031_1,meropenem,Resistant,Synthetic fixture
synthetic_031_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_031_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_031_2,gentamicin,Susceptible,Synthetic fixture
synthetic_031_2,meropenem,Resistant,Synthetic fixture
synthetic_031_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_031_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_031_3,gentamicin,Susceptible,Synthetic fixture
synthetic_031_3,meropenem,Resistant,Synthetic fixture
synthetic_032_0,ceftazidime,Resistant,Synthetic fixture
synthetic_032_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_032_0,gentamicin,Susceptible,Synthetic fixture
synthetic_032_0,meropenem,Susceptible,Synthetic fixture
synthetic_032_1,ceftazidime,Resistant,Synthetic fixture
synthetic_032_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_032_1,gentamicin,Susceptible,Synthetic fixture
synthetic_032_1,meropenem,Susceptible,Synthetic fixture
synthetic_032_2,ceftazidime,Resistant,Synthetic fixture
synthetic_032_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_032_2,gentamicin,Susceptible,Synthetic fixture
synthetic_032_2,meropenem,Susceptible,Synthetic fixture
synthetic_032_3,ceftazidime,Resistant,Synthetic fixture
synthetic_032_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_032_3,gentamicin,Susceptible,Synthetic fixture
synthetic_032_3,meropenem,Susceptible,Synthetic fixture
synthetic_033_0,ceftazidime,Resistant,Synthetic fixture
synthetic_033_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_033_0,gentamicin,Resistant,Synthetic fixture
synthetic_033_0,meropenem,Susceptible,Synthetic fixture
synthetic_033_1,ceftazidime,Resistant,Synthetic fixture
synthetic_033_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_033_1,gentamicin,Resistant,Synthetic fixture
synthetic_033_1,meropenem,Susceptible,Synthetic fixture
synthetic_033_2,ceftazidime,Resistant,Synthetic fixture
synthetic_033_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_033_2,gentamicin,Resistant,Synthetic fixture
synthetic_033_2,meropenem,Susceptible,Synthetic fixture
synthetic_033_3,ceftazidime,Resistant,Synthetic fixture
synthetic_033_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_033_3,gentamicin,Resistant,Synthetic fixture
synthetic_033_3,meropenem,Susceptible,Synthetic fixture
synthetic_034_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_034_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_034_0,gentamicin,Resistant,Synthetic fixture
synthetic_034_0,meropenem,Susceptible,Synthetic fixture
synthetic_034_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_034_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_034_1,gentamicin,Resistant,Synthetic fixture
synthetic_034_1,meropenem,Susceptible,Synthetic fixture
synthetic_034_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_034_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_034_2,gentamicin,Resistant,Synthetic fixture
synthetic_034_2,meropenem,Susceptible,Synthetic fixture
synthetic_034_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_034_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_034_3,gentamicin,Resistant,Synthetic fixture
synthetic_034_3,meropenem,Susceptible,Synthetic fixture
synthetic_035_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_035_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_035_0,gentamicin,Susceptible,Synthetic fixture
synthetic_035_0,meropenem,Resistant,Synthetic fixture
synthetic_035_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_035_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_035_1,gentamicin,Susceptible,Synthetic fixture
synthetic_035_1,meropenem,Resistant,Synthetic fixture
synthetic_035_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_035_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_035_2,gentamicin,Susceptible,Synthetic fixture
synthetic_035_2,meropenem,Resistant,Synthetic fixture
synthetic_035_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_035_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_035_3,gentamicin,Susceptible,Synthetic fixture
synthetic_035_3,meropenem,Resistant,Synthetic fixture
synthetic_036_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_036_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_036_0,gentamicin,Susceptible,Synthetic fixture
synthetic_036_0,meropenem,Resistant,Synthetic fixture
synthetic_036_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_036_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_036_1,gentamicin,Susceptible,Synthetic fixture
synthetic_036_1,meropenem,Resistant,Synthetic fixture
synthetic_036_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_036_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_036_2,gentamicin,Susceptible,Synthetic fixture
synthetic_036_2,meropenem,Resistant,Synthetic fixture
synthetic_036_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_036_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_036_3,gentamicin,Susceptible,Synthetic fixture
synthetic_036_3,meropenem,Resistant,Synthetic fixture
synthetic_037_0,ceftazidime,Resistant,Synthetic fixture
synthetic_037_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_037_0,gentamicin,Susceptible,Synthetic fixture
synthetic_037_0,meropenem,Susceptible,Synthetic fixture
synthetic_037_1,ceftazidime,Resistant,Synthetic fixture
synthetic_037_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_037_1,gentamicin,Susceptible,Synthetic fixture
synthetic_037_1,meropenem,Susceptible,Synthetic fixture
synthetic_037_2,ceftazidime,Resistant,Synthetic fixture
synthetic_037_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_037_2,gentamicin,Susceptible,Synthetic fixture
synthetic_037_2,meropenem,Susceptible,Synthetic fixture
synthetic_037_3,ceftazidime,Resistant,Synthetic fixture
synthetic_037_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_037_3,gentamicin,Susceptible,Synthetic fixture
synthetic_037_3,meropenem,Susceptible,Synthetic fixture
synthetic_038_0,ceftazidime,Resistant,Synthetic fixture
synthetic_038_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_038_0,gentamicin,Resistant,Synthetic fixture
synthetic_038_0,meropenem,Susceptible,Synthetic fixture
synthetic_038_1,ceftazidime,Resistant,Synthetic fixture
synthetic_038_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_038_1,gentamicin,Resistant,Synthetic fixture
synthetic_038_1,meropenem,Susceptible,Synthetic fixture
synthetic_038_2,ceftazidime,Resistant,Synthetic fixture
synthetic_038_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_038_2,gentamicin,Resistant,Synthetic fixture
synthetic_038_2,meropenem,Susceptible,Synthetic fixture
synthetic_038_3,ceftazidime,Resistant,Synthetic fixture
synthetic_038_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_038_3,gentamicin,Resistant,Synthetic fixture
synthetic_038_3,meropenem,Susceptible,Synthetic fixture
synthetic_039_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_039_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_039_0,gentamicin,Resistant,Synthetic fixture
synthetic_039_0,meropenem,Susceptible,Synthetic fixture
synthetic_039_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_039_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_039_1,gentamicin,Resistant,Synthetic fixture
synthetic_039_1,meropenem,Susceptible,Synthetic fixture
synthetic_039_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_039_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_039_2,gentamicin,Resistant,Synthetic fixture
synthetic_039_2,meropenem,Susceptible,Synthetic fixture
synthetic_039_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_039_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_039_3,gentamicin,Resistant,Synthetic fixture
synthetic_039_3,meropenem,Susceptible,Synthetic fixture
synthetic_040_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_040_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_040_0,gentamicin,Susceptible,Synthetic fixture
synthetic_040_0,meropenem,Resistant,Synthetic fixture
synthetic_040_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_040_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_040_1,gentamicin,Susceptible,Synthetic fixture
synthetic_040_1,meropenem,Resistant,Synthetic fixture
synthetic_040_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_040_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_040_2,gentamicin,Susceptible,Synthetic fixture
synthetic_040_2,meropenem,Resistant,Synthetic fixture
synthetic_040_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_040_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_040_3,gentamicin,Susceptible,Synthetic fixture
synthetic_040_3,meropenem,Resistant,Synthetic fixture
synthetic_041_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_041_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_041_0,gentamicin,Susceptible,Synthetic fixture
synthetic_041_0,meropenem,Resistant,Synthetic fixture
synthetic_041_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_041_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_041_1,gentamicin,Susceptible,Synthetic fixture
synthetic_041_1,meropenem,Resistant,Synthetic fixture
synthetic_041_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_041_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_041_2,gentamicin,Susceptible,Synthetic fixture
synthetic_041_2,meropenem,Resistant,Synthetic fixture
synthetic_041_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_041_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_041_3,gentamicin,Susceptible,Synthetic fixture
synthetic_041_3,meropenem,Resistant,Synthetic fixture
synthetic_042_0,ceftazidime,Resistant,Synthetic fixture
synthetic_042_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_042_0,gentamicin,Susceptible,Synthetic fixture
synthetic_042_0,meropenem,Resistant,Synthetic fixture
synthetic_042_1,ceftazidime,Resistant,Synthetic fixture
synthetic_042_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_042_1,gentamicin,Susceptible,Synthetic fixture
synthetic_042_1,meropenem,Resistant,Synthetic fixture
synthetic_042_2,ceftazidime,Resistant,Synthetic fixture
synthetic_042_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_042_2,gentamicin,Susceptible,Synthetic fixture
synthetic_042_2,meropenem,Resistant,Synthetic fixture
synthetic_042_3,ceftazidime,Resistant,Synthetic fixture
synthetic_042_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_042_3,gentamicin,Susceptible,Synthetic fixture
synthetic_042_3,meropenem,Resistant,Synthetic fixture
synthetic_043_0,ceftazidime,Resistant,Synthetic fixture
synthetic_043_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_043_0,gentamicin,Resistant,Synthetic fixture
synthetic_043_0,meropenem,Susceptible,Synthetic fixture
synthetic_043_1,ceftazidime,Resistant,Synthetic fixture
synthetic_043_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_043_1,gentamicin,Resistant,Synthetic fixture
synthetic_043_1,meropenem,Susceptible,Synthetic fixture
synthetic_043_2,ceftazidime,Resistant,Synthetic fixture
synthetic_043_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_043_2,gentamicin,Resistant,Synthetic fixture
synthetic_043_2,meropenem,Susceptible,Synthetic fixture
synthetic_043_3,ceftazidime,Resistant,Synthetic fixture
synthetic_043_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_043_3,gentamicin,Resistant,Synthetic fixture
synthetic_043_3,meropenem,Susceptible,Synthetic fixture
synthetic_044_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_044_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_044_0,gentamicin,Resistant,Synthetic fixture
synthetic_044_0,meropenem,Susceptible,Synthetic fixture
synthetic_044_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_044_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_044_1,gentamicin,Resistant,Synthetic fixture
synthetic_044_1,meropenem,Susceptible,Synthetic fixture
synthetic_044_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_044_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_044_2,gentamicin,Resistant,Synthetic fixture
synthetic_044_2,meropenem,Susceptible,Synthetic fixture
synthetic_044_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_044_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_044_3,gentamicin,Resistant,Synthetic fixture
synthetic_044_3,meropenem,Susceptible,Synthetic fixture
synthetic_045_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_045_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_045_0,gentamicin,Susceptible,Synthetic fixture
synthetic_045_0,meropenem,Resistant,Synthetic fixture
synthetic_045_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_045_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_045_1,gentamicin,Susceptible,Synthetic fixture
synthetic_045_1,meropenem,Resistant,Synthetic fixture
synthetic_045_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_045_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_045_2,gentamicin,Susceptible,Synthetic fixture
synthetic_045_2,meropenem,Resistant,Synthetic fixture
synthetic_045_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_045_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_045_3,gentamicin,Susceptible,Synthetic fixture
synthetic_045_3,meropenem,Resistant,Synthetic fixture
synthetic_046_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_046_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_046_0,gentamicin,Susceptible,Synthetic fixture
synthetic_046_0,meropenem,Susceptible,Synthetic fixture
synthetic_046_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_046_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_046_1,gentamicin,Susceptible,Synthetic fixture
synthetic_046_1,meropenem,Susceptible,Synthetic fixture
synthetic_046_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_046_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_046_2,gentamicin,Susceptible,Synthetic fixture
synthetic_046_2,meropenem,Susceptible,Synthetic fixture
synthetic_046_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_046_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_046_3,gentamicin,Susceptible,Synthetic fixture
synthetic_046_3,meropenem,Susceptible,Synthetic fixture
synthetic_047_0,ceftazidime,Resistant,Synthetic fixture
synthetic_047_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_047_0,gentamicin,Susceptible,Synthetic fixture
synthetic_047_0,meropenem,Susceptible,Synthetic fixture
synthetic_047_1,ceftazidime,Resistant,Synthetic fixture
synthetic_047_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_047_1,gentamicin,Susceptible,Synthetic fixture
synthetic_047_1,meropenem,Susceptible,Synthetic fixture
synthetic_047_2,ceftazidime,Resistant,Synthetic fixture
synthetic_047_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_047_2,gentamicin,Susceptible,Synthetic fixture
synthetic_047_2,meropenem,Susceptible,Synthetic fixture
synthetic_047_3,ceftazidime,Resistant,Synthetic fixture
synthetic_047_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_047_3,gentamicin,Susceptible,Synthetic fixture
synthetic_047_3,meropenem,Susceptible,Synthetic fixture
synthetic_048_0,ceftazidime,Resistant,Synthetic fixture
synthetic_048_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_048_0,gentamicin,Resistant,Synthetic fixture
synthetic_048_0,meropenem,Susceptible,Synthetic fixture
synthetic_048_1,ceftazidime,Resistant,Synthetic fixture
synthetic_048_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_048_1,gentamicin,Resistant,Synthetic fixture
synthetic_048_1,meropenem,Susceptible,Synthetic fixture
synthetic_048_2,ceftazidime,Resistant,Synthetic fixture
synthetic_048_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_048_2,gentamicin,Resistant,Synthetic fixture
synthetic_048_2,meropenem,Susceptible,Synthetic fixture
synthetic_048_3,ceftazidime,Resistant,Synthetic fixture
synthetic_048_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_048_3,gentamicin,Resistant,Synthetic fixture
synthetic_048_3,meropenem,Susceptible,Synthetic fixture
synthetic_049_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_049_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_049_0,gentamicin,Susceptible,Synthetic fixture
synthetic_049_0,meropenem,Susceptible,Synthetic fixture
synthetic_049_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_049_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_049_1,gentamicin,Susceptible,Synthetic fixture
synthetic_049_1,meropenem,Susceptible,Synthetic fixture
synthetic_049_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_049_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_049_2,gentamicin,Susceptible,Synthetic fixture
synthetic_049_2,meropenem,Susceptible,Synthetic fixture
synthetic_049_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_049_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_049_3,gentamicin,Susceptible,Synthetic fixture
synthetic_049_3,meropenem,Susceptible,Synthetic fixture
synthetic_050_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_050_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_050_0,gentamicin,Susceptible,Synthetic fixture
synthetic_050_0,meropenem,Resistant,Synthetic fixture
synthetic_050_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_050_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_050_1,gentamicin,Susceptible,Synthetic fixture
synthetic_050_1,meropenem,Resistant,Synthetic fixture
synthetic_050_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_050_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_050_2,gentamicin,Susceptible,Synthetic fixture
synthetic_050_2,meropenem,Resistant,Synthetic fixture
synthetic_050_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_050_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_050_3,gentamicin,Susceptible,Synthetic fixture
synthetic_050_3,meropenem,Resistant,Synthetic fixture
synthetic_051_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_051_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_051_0,gentamicin,Susceptible,Synthetic fixture
synthetic_051_0,meropenem,Resistant,Synthetic fixture
synthetic_051_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_051_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_051_1,gentamicin,Susceptible,Synthetic fixture
synthetic_051_1,meropenem,Resistant,Synthetic fixture
synthetic_051_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_051_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_051_2,gentamicin,Susceptible,Synthetic fixture
synthetic_051_2,meropenem,Resistant,Synthetic fixture
synthetic_051_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_051_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_051_3,gentamicin,Susceptible,Synthetic fixture
synthetic_051_3,meropenem,Resistant,Synthetic fixture
synthetic_052_0,ceftazidime,Resistant,Synthetic fixture
synthetic_052_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_052_0,gentamicin,Susceptible,Synthetic fixture
synthetic_052_0,meropenem,Susceptible,Synthetic fixture
synthetic_052_1,ceftazidime,Resistant,Synthetic fixture
synthetic_052_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_052_1,gentamicin,Susceptible,Synthetic fixture
synthetic_052_1,meropenem,Susceptible,Synthetic fixture
synthetic_052_2,ceftazidime,Resistant,Synthetic fixture
synthetic_052_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_052_2,gentamicin,Susceptible,Synthetic fixture
synthetic_052_2,meropenem,Susceptible,Synthetic fixture
synthetic_052_3,ceftazidime,Resistant,Synthetic fixture
synthetic_052_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_052_3,gentamicin,Susceptible,Synthetic fixture
synthetic_052_3,meropenem,Susceptible,Synthetic fixture
synthetic_053_0,ceftazidime,Resistant,Synthetic fixture
synthetic_053_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_053_0,gentamicin,Resistant,Synthetic fixture
synthetic_053_0,meropenem,Susceptible,Synthetic fixture
synthetic_053_1,ceftazidime,Resistant,Synthetic fixture
synthetic_053_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_053_1,gentamicin,Resistant,Synthetic fixture
synthetic_053_1,meropenem,Susceptible,Synthetic fixture
synthetic_053_2,ceftazidime,Resistant,Synthetic fixture
synthetic_053_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_053_2,gentamicin,Resistant,Synthetic fixture
synthetic_053_2,meropenem,Susceptible,Synthetic fixture
synthetic_053_3,ceftazidime,Resistant,Synthetic fixture
synthetic_053_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_053_3,gentamicin,Resistant,Synthetic fixture
synthetic_053_3,meropenem,Susceptible,Synthetic fixture
synthetic_054_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_054_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_054_0,gentamicin,Resistant,Synthetic fixture
synthetic_054_0,meropenem,Susceptible,Synthetic fixture
synthetic_054_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_054_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_054_1,gentamicin,Resistant,Synthetic fixture
synthetic_054_1,meropenem,Susceptible,Synthetic fixture
synthetic_054_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_054_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_054_2,gentamicin,Resistant,Synthetic fixture
synthetic_054_2,meropenem,Susceptible,Synthetic fixture
synthetic_054_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_054_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_054_3,gentamicin,Resistant,Synthetic fixture
synthetic_054_3,meropenem,Susceptible,Synthetic fixture
synthetic_055_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_055_0,ciprofloxacin,Resistant,Synthetic fixture
synthetic_055_0,gentamicin,Susceptible,Synthetic fixture
synthetic_055_0,meropenem,Resistant,Synthetic fixture
synthetic_055_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_055_1,ciprofloxacin,Resistant,Synthetic fixture
synthetic_055_1,gentamicin,Susceptible,Synthetic fixture
synthetic_055_1,meropenem,Resistant,Synthetic fixture
synthetic_055_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_055_2,ciprofloxacin,Resistant,Synthetic fixture
synthetic_055_2,gentamicin,Susceptible,Synthetic fixture
synthetic_055_2,meropenem,Resistant,Synthetic fixture
synthetic_055_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_055_3,ciprofloxacin,Resistant,Synthetic fixture
synthetic_055_3,gentamicin,Susceptible,Synthetic fixture
synthetic_055_3,meropenem,Resistant,Synthetic fixture
synthetic_056_0,ceftazidime,Susceptible,Synthetic fixture
synthetic_056_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_056_0,gentamicin,Susceptible,Synthetic fixture
synthetic_056_0,meropenem,Resistant,Synthetic fixture
synthetic_056_1,ceftazidime,Susceptible,Synthetic fixture
synthetic_056_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_056_1,gentamicin,Susceptible,Synthetic fixture
synthetic_056_1,meropenem,Resistant,Synthetic fixture
synthetic_056_2,ceftazidime,Susceptible,Synthetic fixture
synthetic_056_2,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_056_2,gentamicin,Susceptible,Synthetic fixture
synthetic_056_2,meropenem,Resistant,Synthetic fixture
synthetic_056_3,ceftazidime,Susceptible,Synthetic fixture
synthetic_056_3,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_056_3,gentamicin,Susceptible,Synthetic fixture
synthetic_056_3,meropenem,Resistant,Synthetic fixture
synthetic_057_0,ceftazidime,Resistant,Synthetic fixture
synthetic_057_0,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_057_0,gentamicin,Susceptible,Synthetic fixture
synthetic_057_0,meropenem,Susceptible,Synthetic fixture
synthetic_057_1,ceftazidime,Resistant,Synthetic fixture
synthetic_057_1,ciprofloxacin,Susceptible,Synthetic fixture
synthetic_057_1,gentamicin,Susceptible,Synthetic fixture
synthetic_057_1,meropenem,Susceptible,Synthetic fixture
